set	ID	target_frac	bg_frac	enrich	pval_frac	qval_frac
accel	GO:0000003	0.125	0.0572987721691678	1.1253519653550517	0.2672686230248307	0.8159765075073026
accel	GO:0000079	0.041666666666666664	0.0047748976807639835	3.1253519653550517	0.5520716685330347	0.8159765075073026
accel	GO:0000082	0.041666666666666664	0.009549795361527967	2.1253519653550517	0.5637681159420289	0.8159765075073026
accel	GO:0000122	0.08333333333333333	0.0572987721691678	0.5403894646338954	0.8276578073089701	0.8667344142667149
accel	GO:0000165	0.08333333333333333	0.042974079126875855	0.955426963912739	0.5577542567878508	0.8159765075073026
accel	GO:0000278	0.041666666666666664	0.045020463847203276	-0.11168723194579794	0.7304460245636717	0.8228752990247193
accel	GO:0000302	0.041666666666666664	0.007503410641200546	2.4732752687753585	0.5261194029850746	0.8159765075073026
accel	GO:0000375	0.041666666666666664	0.01296043656207367	1.6847793739690702	0.55	0.8159765075073026
accel	GO:0000377	0.041666666666666664	0.01296043656207367	1.6847793739690702	0.55	0.8159765075073026
accel	GO:0000380	0.041666666666666664	0.005457025920873124	2.9327068874126554	0.5269286754002911	0.8159765075073026
accel	GO:0000381	0.041666666666666664	0.005457025920873124	2.9327068874126554	0.5269286754002911	0.8159765075073026
accel	GO:0000398	0.041666666666666664	0.01296043656207367	1.6847793739690702	0.55	0.8159765075073026
accel	GO:0000902	0.16666666666666666	0.08185538881309687	1.0258162918041371	0.6449364493644936	0.8159765075073026
accel	GO:0000904	0.125	0.061391541609822645	1.0258162918041371	0.5952380952380952	0.8159765075073026
accel	GO:0001101	0.041666666666666664	0.015688949522510234	1.4091449313556426	0.6866523911491791	0.8159765075073026
accel	GO:0001501	0.041666666666666664	0.0572987721691678	-0.45961053536610463	0.9169642857142857	0.9207573127492983
accel	GO:0001503	0.041666666666666664	0.030013642564802184	0.47327526877535836	0.743202416918429	0.823603191895754
accel	GO:0001525	0.08333333333333333	0.03137789904502047	1.4091449313556426	0.3574007220216606	0.8159765075073026
accel	GO:0001558	0.08333333333333333	0.029331514324693043	1.5064421327105577	0.3300492610837439	0.8159765075073026
accel	GO:0001568	0.125	0.03956343792633015	1.6596883930062396	0.2713248638838476	0.8159765075073026
accel	GO:0001649	0.041666666666666664	0.01432469304229195	1.5403894646338954	0.6251287332646756	0.8159765075073026
accel	GO:0001654	0.041666666666666664	0.03956343792633015	0.0747258922850835	0.85612968591692	0.8806164460014082
accel	GO:0001655	0.08333333333333333	0.021145975443383355	1.9785105770257805	0.339539978094195	0.8159765075073026
accel	GO:0001667	0.125	0.0252387448840382	2.3082160225048622	0.1646605681271064	0.8159765075073026
accel	GO:0001704	0.041666666666666664	0.013642564802182811	1.6107787925252932	0.644404332129964	0.8159765075073026
accel	GO:0001707	0.041666666666666664	0.009549795361527967	2.1253519653550517	0.6126760563380282	0.8159765075073026
accel	GO:0001755	0.041666666666666664	0.008185538881309686	2.3477443866914993	0.6479313036690086	0.8159765075073026
accel	GO:0001763	0.041666666666666664	0.010914051841746248	1.9327068874126556	0.6020833333333333	0.8159765075073026
accel	GO:0001764	0.08333333333333333	0.010231923601637109	3.025816291804137	0.1362549800796813	0.8159765075073026
accel	GO:0001775	0.08333333333333333	0.03615279672578445	1.2047864328494564	0.29953379953379955	0.8159765075073026
accel	GO:0001776	0.041666666666666664	0.0034106412005457027	3.610778792525293	0.5013623978201636	0.8159765075073026
accel	GO:0001816	0.08333333333333333	0.03342428376534789	1.3179970432974473	0.3175750834260289	0.8159765075073026
accel	GO:0001817	0.041666666666666664	0.030013642564802184	0.47327526877535836	0.6911461908030199	0.8159765075073026
accel	GO:0001818	0.041666666666666664	0.01227830832196453	1.7627818859703432	0.5861244019138756	0.8159765075073026
accel	GO:0001819	0.041666666666666664	0.017735334242837655	1.2322671692715632	0.5977933801404213	0.8159765075073026
accel	GO:0001822	0.041666666666666664	0.017053206002728513	1.288850697637931	0.7746478873239436	0.8376203770507231
accel	GO:0001889	0.041666666666666664	0.008867667121418827	2.232267169271563	0.633920296570899	0.8159765075073026
accel	GO:0001932	0.16666666666666666	0.07639836289222374	1.1253519653550517	0.34682804674457424	0.8159765075073026
accel	GO:0001933	0.041666666666666664	0.01432469304229195	1.5403894646338954	0.6881798404641044	0.8159765075073026
accel	GO:0001934	0.125	0.054570259208731244	1.1957412932464495	0.3679369250985546	0.8159765075073026
accel	GO:0001935	0.041666666666666664	0.009549795361527967	2.1253519653550517	0.5936363636363636	0.8159765075073026
accel	GO:0001936	0.041666666666666664	0.008185538881309686	2.3477443866914993	0.5934366453965361	0.8159765075073026
accel	GO:0001944	0.125	0.04160982264665757	1.5869320505709257	0.29964221824686943	0.8159765075073026
accel	GO:0002009	0.041666666666666664	0.034106412005457026	0.28885069763793103	0.8690140845070422	0.8855535317682712
accel	GO:0002040	0.041666666666666664	0.007503410641200546	2.4732752687753585	0.5218150087260035	0.8159765075073026
accel	GO:0002053	0.041666666666666664	0.0034106412005457027	3.610778792525293	0.5489913544668588	0.8159765075073026
accel	GO:0002064	0.041666666666666664	0.01227830832196453	1.7627818859703432	0.6622734761120264	0.8159765075073026
accel	GO:0002065	0.041666666666666664	0.009549795361527967	2.1253519653550517	0.7142857142857143	0.8178908355795148
accel	GO:0002067	0.041666666666666664	0.005457025920873124	2.9327068874126554	0.606879606879607	0.8159765075073026
accel	GO:0002088	0.041666666666666664	0.013642564802182811	1.6107787925252932	0.6183348924228251	0.8159765075073026
accel	GO:0002200	0.041666666666666664	0.008867667121418827	2.232267169271563	0.5206896551724138	0.8159765075073026
accel	GO:0002250	0.041666666666666664	0.01296043656207367	1.6847793739690702	0.5087209302325582	0.8159765075073026
accel	GO:0002252	0.08333333333333333	0.0252387448840382	1.7232535217837057	0.11188118811881187	0.8159765075073026
accel	GO:0002262	0.08333333333333333	0.01227830832196453	2.7627818859703432	0.14345287739783152	0.8159765075073026
accel	GO:0002263	0.08333333333333333	0.011596180081855388	2.8452440461623163	0.055223880597014885	0.8159765075073026
accel	GO:0002285	0.08333333333333333	0.008185538881309686	3.3477443866914993	0.03987240829346095	0.8159765075073026
accel	GO:0002286	0.08333333333333333	0.0047748976807639835	4.125351965355051	0.03198653198653201	0.8159765075073026
accel	GO:0002287	0.08333333333333333	0.0034106412005457027	4.610778792525293	0.022448979591836782	0.8159765075073026
accel	GO:0002292	0.08333333333333333	0.004092769440654843	4.3477443866915	0.03204047217537942	0.8159765075073026
accel	GO:0002293	0.08333333333333333	0.0034106412005457027	4.610778792525293	0.022448979591836782	0.8159765075073026
accel	GO:0002294	0.08333333333333333	0.0034106412005457027	4.610778792525293	0.022448979591836782	0.8159765075073026
accel	GO:0002366	0.08333333333333333	0.011596180081855388	2.8452440461623163	0.055223880597014885	0.8159765075073026
accel	GO:0002376	0.125	0.08321964529331514	0.5869320505709256	0.2909836065573771	0.8159765075073026
accel	GO:0002377	0.041666666666666664	0.008185538881309686	2.3477443866914993	0.5385906040268457	0.8159765075073026
accel	GO:0002440	0.041666666666666664	0.013642564802182811	1.6107787925252932	0.578544061302682	0.8159765075073026
accel	GO:0002460	0.041666666666666664	0.008185538881309686	2.3477443866914993	0.49328859060402686	0.8159765075073026
accel	GO:0002520	0.125	0.04638472032742155	1.4302065468834724	0.14771573604060917	0.8159765075073026
accel	GO:0002521	0.08333333333333333	0.0252387448840382	1.7232535217837057	0.26413921690490993	0.8159765075073026
accel	GO:0002562	0.041666666666666664	0.007503410641200546	2.4732752687753585	0.5199306759098787	0.8159765075073026
accel	GO:0002637	0.041666666666666664	0.0034106412005457027	3.610778792525293	0.519774011299435	0.8159765075073026
accel	GO:0002682	0.125	0.0504774897680764	1.308216022504862	0.19576979832759467	0.8159765075073026
