ID	pVal_enrich	subontology
GO:0001973	9.99000999000999e-4	BP
GO:0002011	0.025974025974025976	BP
GO:0002053	9.99000999000999e-4	BP
GO:0002063	9.99000999000999e-4	BP
GO:0002066	9.99000999000999e-4	BP
GO:0002067	0.001998001998001998	BP
GO:0002076	9.99000999000999e-4	BP
GO:0002089	9.99000999000999e-4	BP
GO:0002183	9.99000999000999e-4	BP
GO:0002200	0.024975024975024976	BP
GO:0002204	9.99000999000999e-4	BP
GO:0002208	9.99000999000999e-4	BP
GO:0002221	9.99000999000999e-4	BP
GO:0002224	9.99000999000999e-4	BP
GO:0002244	9.99000999000999e-4	BP
GO:0002260	9.99000999000999e-4	BP
GO:0002274	9.99000999000999e-4	BP
GO:0002275	9.99000999000999e-4	BP
GO:0002279	9.99000999000999e-4	BP
GO:0002287	9.99000999000999e-4	BP
GO:0002292	9.99000999000999e-4	BP
GO:0002293	9.99000999000999e-4	BP
GO:0002294	9.99000999000999e-4	BP
GO:0002312	9.99000999000999e-4	BP
GO:0002377	9.99000999000999e-4	BP
GO:0002381	9.99000999000999e-4	BP
GO:0002429	0.02197802197802198	BP
GO:0002443	0.027972027972027972	BP
GO:0002444	9.99000999000999e-4	BP
GO:0002448	9.99000999000999e-4	BP
GO:0002449	9.99000999000999e-4	BP
GO:0002460	0.022977022977022976	BP
GO:0002526	9.99000999000999e-4	BP
GO:0002562	9.99000999000999e-4	BP
GO:0002637	9.99000999000999e-4	BP
GO:0002639	9.99000999000999e-4	BP
GO:0002688	9.99000999000999e-4	BP
GO:0002698	0.02197802197802198	BP
GO:0002701	9.99000999000999e-4	BP
GO:0002702	9.99000999000999e-4	BP
GO:0002703	9.99000999000999e-4	BP
GO:0002705	9.99000999000999e-4	BP
GO:0002706	9.99000999000999e-4	BP
GO:0002708	9.99000999000999e-4	BP
GO:0002712	9.99000999000999e-4	BP
GO:0002718	0.02197802197802198	BP
GO:0002719	9.99000999000999e-4	BP
GO:0002755	9.99000999000999e-4	BP
GO:0002757	0.02197802197802198	BP
GO:0002761	0.03396603396603397	BP
GO:0002768	0.02197802197802198	BP
GO:0002792	9.99000999000999e-4	BP
GO:0002819	9.99000999000999e-4	BP
GO:0002821	9.99000999000999e-4	BP
GO:0002822	9.99000999000999e-4	BP
GO:0002824	9.99000999000999e-4	BP
GO:0002831	0.023976023976023976	BP
GO:0002833	9.99000999000999e-4	BP
GO:0002886	9.99000999000999e-4	BP
GO:0002889	9.99000999000999e-4	BP
GO:0003009	9.99000999000999e-4	BP
GO:0003014	9.99000999000999e-4	BP
GO:0003015	0.026973026973026972	BP
GO:0003018	9.99000999000999e-4	BP
GO:0003143	9.99000999000999e-4	BP
GO:0003148	9.99000999000999e-4	BP
GO:0003151	9.99000999000999e-4	BP
GO:0003156	0.001998001998001998	BP
GO:0003158	9.99000999000999e-4	BP
GO:0003170	9.99000999000999e-4	BP
GO:0003171	9.99000999000999e-4	BP
GO:0003179	9.99000999000999e-4	BP
GO:0003197	0.026973026973026972	BP
GO:0003198	9.99000999000999e-4	BP
GO:0003203	9.99000999000999e-4	BP
GO:0003208	9.99000999000999e-4	BP
GO:0003209	9.99000999000999e-4	BP
GO:0003215	9.99000999000999e-4	BP
GO:0003229	9.99000999000999e-4	BP
GO:0003230	9.99000999000999e-4	BP
GO:0003231	0.001998001998001998	BP
GO:0003272	9.99000999000999e-4	BP
GO:0003281	9.99000999000999e-4	BP
GO:0003283	9.99000999000999e-4	BP
GO:0003413	0.001998001998001998	BP
GO:0003414	9.99000999000999e-4	BP
GO:0003415	9.99000999000999e-4	BP
GO:0003418	9.99000999000999e-4	BP
GO:0003419	9.99000999000999e-4	BP
GO:0003422	9.99000999000999e-4	BP
GO:0003429	9.99000999000999e-4	BP
GO:0003433	9.99000999000999e-4	BP
GO:0005976	9.99000999000999e-4	BP
GO:0005977	9.99000999000999e-4	BP
GO:0006022	9.99000999000999e-4	BP
GO:0006023	9.99000999000999e-4	BP
GO:0006024	9.99000999000999e-4	BP
GO:0006029	9.99000999000999e-4	BP
GO:0006071	9.99000999000999e-4	BP
GO:0006073	9.99000999000999e-4	BP
GO:0006081	9.99000999000999e-4	BP
GO:0006089	9.99000999000999e-4	BP
GO:0006090	0.027972027972027972	BP
GO:0006094	0.02097902097902098	BP
GO:0006096	0.030969030969030968	BP
GO:0006109	0.026973026973026972	BP
GO:0006110	9.99000999000999e-4	BP
GO:0006111	9.99000999000999e-4	BP
GO:0006112	9.99000999000999e-4	BP
GO:0006140	9.99000999000999e-4	BP
GO:0006144	9.99000999000999e-4	BP
GO:0006188	9.99000999000999e-4	BP
GO:0006189	9.99000999000999e-4	BP
GO:0006220	9.99000999000999e-4	BP
GO:0006221	9.99000999000999e-4	BP
GO:0006275	9.99000999000999e-4	BP
GO:0006278	9.99000999000999e-4	BP
GO:0006282	0.002997002997002997	BP
GO:0006284	9.99000999000999e-4	BP
GO:0006289	9.99000999000999e-4	BP
GO:0006298	9.99000999000999e-4	BP
GO:0006301	9.99000999000999e-4	BP
GO:0006303	9.99000999000999e-4	BP
GO:0006304	9.99000999000999e-4	BP
GO:0006352	0.02197802197802198	BP
GO:0006354	9.99000999000999e-4	BP
GO:0006360	9.99000999000999e-4	BP
GO:0006364	0.02097902097902098	BP
GO:0006367	9.99000999000999e-4	BP
GO:0006368	9.99000999000999e-4	BP
GO:0006376	9.99000999000999e-4	BP
GO:0006378	9.99000999000999e-4	BP
GO:0006399	0.03196803196803197	BP
GO:0006400	9.99000999000999e-4	BP
GO:0006403	0.001998001998001998	BP
GO:0006405	9.99000999000999e-4	BP
GO:0006413	0.001998001998001998	BP
GO:0006414	9.99000999000999e-4	BP
GO:0006418	9.99000999000999e-4	BP
GO:0006446	9.99000999000999e-4	BP
GO:0006458	9.99000999000999e-4	BP
GO:0006476	9.99000999000999e-4	BP
GO:0006482	9.99000999000999e-4	BP
GO:0006487	9.99000999000999e-4	BP
GO:0006493	0.001998001998001998	BP
GO:0006497	9.99000999000999e-4	BP
GO:0006509	9.99000999000999e-4	BP
GO:0006513	9.99000999000999e-4	BP
GO:0006525	9.99000999000999e-4	BP
GO:0006541	9.99000999000999e-4	BP
GO:0006576	9.99000999000999e-4	BP
GO:0006582	9.99000999000999e-4	BP
GO:0006605	9.99000999000999e-4	BP
GO:0006606	0.001998001998001998	BP
GO:0006611	9.99000999000999e-4	BP
GO:0006612	9.99000999000999e-4	BP
GO:0006623	9.99000999000999e-4	BP
GO:0006633	9.99000999000999e-4	BP
GO:0006636	9.99000999000999e-4	BP
GO:0006638	9.99000999000999e-4	BP
GO:0006639	9.99000999000999e-4	BP
GO:0006641	9.99000999000999e-4	BP
GO:0006643	9.99000999000999e-4	BP
GO:0006665	9.99000999000999e-4	BP
GO:0006672	9.99000999000999e-4	BP
GO:0006690	9.99000999000999e-4	BP
GO:0006692	9.99000999000999e-4	BP
GO:0006693	9.99000999000999e-4	BP
GO:0006694	0.001998001998001998	BP
GO:0006695	9.99000999000999e-4	BP
GO:0006720	9.99000999000999e-4	BP
GO:0006721	9.99000999000999e-4	BP
GO:0006749	9.99000999000999e-4	BP
GO:0006757	0.030969030969030968	BP
GO:0006766	9.99000999000999e-4	BP
GO:0006767	9.99000999000999e-4	BP
GO:0006775	9.99000999000999e-4	BP
GO:0006801	9.99000999000999e-4	BP
GO:0006809	9.99000999000999e-4	BP
GO:0006814	0.024975024975024976	BP
GO:0006821	9.99000999000999e-4	BP
GO:0006826	9.99000999000999e-4	BP
GO:0006829	9.99000999000999e-4	BP
GO:0006836	0.001998001998001998	BP
GO:0006839	9.99000999000999e-4	BP
GO:0006865	9.99000999000999e-4	BP
GO:0006879	9.99000999000999e-4	BP
GO:0006885	9.99000999000999e-4	BP
GO:0006888	9.99000999000999e-4	BP
GO:0006890	9.99000999000999e-4	BP
GO:0006891	9.99000999000999e-4	BP
GO:0006892	9.99000999000999e-4	BP
GO:0006893	9.99000999000999e-4	BP
GO:0006898	9.99000999000999e-4	BP
GO:0006900	9.99000999000999e-4	BP
GO:0006906	9.99000999000999e-4	BP
GO:0006919	9.99000999000999e-4	BP
GO:0006937	9.99000999000999e-4	BP
GO:0006939	9.99000999000999e-4	BP
GO:0006941	9.99000999000999e-4	BP
GO:0006949	9.99000999000999e-4	BP
GO:0006953	9.99000999000999e-4	BP
GO:0006959	0.001998001998001998	BP
GO:0006986	9.99000999000999e-4	BP
GO:0006997	9.99000999000999e-4	BP
GO:0006998	9.99000999000999e-4	BP
GO:0007004	9.99000999000999e-4	BP
GO:0007006	9.99000999000999e-4	BP
GO:0007009	9.99000999000999e-4	BP
GO:0007018	0.014985014985014986	BP
GO:0007019	9.99000999000999e-4	BP
GO:0007029	9.99000999000999e-4	BP
GO:0007030	9.99000999000999e-4	BP
GO:0007032	9.99000999000999e-4	BP
GO:0007034	9.99000999000999e-4	BP
GO:0007041	9.99000999000999e-4	BP
GO:0007051	0.022977022977022976	BP
GO:0007052	9.99000999000999e-4	BP
GO:0007062	9.99000999000999e-4	BP
GO:0007080	9.99000999000999e-4	BP
GO:0007088	0.002997002997002997	BP
GO:0007093	0.026973026973026972	BP
GO:0007095	9.99000999000999e-4	BP
GO:0007098	9.99000999000999e-4	BP
GO:0007127	0.001998001998001998	BP
GO:0007131	9.99000999000999e-4	BP
GO:0007189	9.99000999000999e-4	BP
GO:0007193	9.99000999000999e-4	BP
GO:0007200	9.99000999000999e-4	BP
GO:0007204	0.029970029970029972	BP
GO:0007214	9.99000999000999e-4	BP
GO:0007218	9.99000999000999e-4	BP
GO:0007219	9.99000999000999e-4	BP
GO:0007260	9.99000999000999e-4	BP
GO:0007269	9.99000999000999e-4	BP
GO:0007272	9.99000999000999e-4	BP
GO:0007274	9.99000999000999e-4	BP
GO:0007281	0.028971028971028972	BP
GO:0007286	9.99000999000999e-4	BP
GO:0007292	9.99000999000999e-4	BP
GO:0007338	0.03396603396603397	BP
GO:0007405	9.99000999000999e-4	BP
GO:0007413	9.99000999000999e-4	BP
GO:0007422	0.001998001998001998	BP
GO:0007431	9.99000999000999e-4	BP
GO:0007435	9.99000999000999e-4	BP
GO:0007492	0.027972027972027972	BP
GO:0007519	0.01998001998001998	BP
GO:0007520	9.99000999000999e-4	BP
GO:0007568	9.99000999000999e-4	BP
GO:0007569	9.99000999000999e-4	BP
GO:0007584	9.99000999000999e-4	BP
GO:0007586	9.99000999000999e-4	BP
GO:0007596	9.99000999000999e-4	BP
GO:0007599	9.99000999000999e-4	BP
GO:0007602	9.99000999000999e-4	BP
GO:0007606	9.99000999000999e-4	BP
GO:0007608	9.99000999000999e-4	BP
GO:0007613	9.99000999000999e-4	BP
GO:0007631	9.99000999000999e-4	BP
GO:0008016	9.99000999000999e-4	BP
GO:0008033	9.99000999000999e-4	BP
GO:0008045	0.002997002997002997	BP
GO:0008088	9.99000999000999e-4	BP
GO:0008089	9.99000999000999e-4	BP
GO:0008214	9.99000999000999e-4	BP
GO:0008217	9.99000999000999e-4	BP
GO:0008286	9.99000999000999e-4	BP
GO:0008344	9.99000999000999e-4	BP
GO:0008366	9.99000999000999e-4	BP
GO:0008589	9.99000999000999e-4	BP
GO:0008630	9.99000999000999e-4	BP
GO:0008637	9.99000999000999e-4	BP
GO:0008643	9.99000999000999e-4	BP
GO:0008645	9.99000999000999e-4	BP
GO:0008652	9.99000999000999e-4	BP
GO:0008654	0.027972027972027972	BP
GO:0009062	9.99000999000999e-4	BP
GO:0009063	9.99000999000999e-4	BP
GO:0009064	9.99000999000999e-4	BP
GO:0009066	9.99000999000999e-4	BP
GO:0009067	9.99000999000999e-4	BP
GO:0009069	9.99000999000999e-4	BP
GO:0009084	9.99000999000999e-4	BP
GO:0009108	9.99000999000999e-4	BP
GO:0009110	9.99000999000999e-4	BP
GO:0009112	9.99000999000999e-4	BP
GO:0009116	9.99000999000999e-4	BP
GO:0009119	9.99000999000999e-4	BP
GO:0009123	9.99000999000999e-4	BP
GO:0009124	9.99000999000999e-4	BP
GO:0009126	9.99000999000999e-4	BP
GO:0009127	9.99000999000999e-4	BP
GO:0009141	9.99000999000999e-4	BP
GO:0009142	9.99000999000999e-4	BP
GO:0009144	9.99000999000999e-4	BP
GO:0009152	0.001998001998001998	BP
GO:0009156	9.99000999000999e-4	BP
GO:0009161	9.99000999000999e-4	BP
GO:0009167	9.99000999000999e-4	BP
GO:0009168	9.99000999000999e-4	BP
GO:0009199	9.99000999000999e-4	BP
GO:0009201	9.99000999000999e-4	BP
GO:0009205	9.99000999000999e-4	BP
GO:0009260	0.01998001998001998	BP
GO:0009266	0.024975024975024976	BP
GO:0009267	9.99000999000999e-4	BP
GO:0009308	9.99000999000999e-4	BP
GO:0009408	0.025974025974025976	BP
GO:0009409	9.99000999000999e-4	BP
GO:0009410	9.99000999000999e-4	BP
GO:0009411	0.002997002997002997	BP
GO:0009451	0.024975024975024976	BP
GO:0009581	9.99000999000999e-4	BP
GO:0009582	9.99000999000999e-4	BP
GO:0009583	9.99000999000999e-4	BP
GO:0009584	9.99000999000999e-4	BP
GO:0009593	9.99000999000999e-4	BP
GO:0009620	9.99000999000999e-4	BP
GO:0009649	9.99000999000999e-4	BP
GO:0009743	9.99000999000999e-4	BP
GO:0009746	9.99000999000999e-4	BP
GO:0009749	9.99000999000999e-4	BP
GO:0009791	9.99000999000999e-4	BP
GO:0009798	0.02197802197802198	BP
GO:0009880	9.99000999000999e-4	BP
GO:0009948	9.99000999000999e-4	BP
GO:0010002	9.99000999000999e-4	BP
GO:0010038	9.99000999000999e-4	BP
GO:0010092	9.99000999000999e-4	BP
GO:0010171	9.99000999000999e-4	BP
GO:0010332	9.99000999000999e-4	BP
GO:0010389	9.99000999000999e-4	BP
GO:0010390	9.99000999000999e-4	BP
GO:0010458	9.99000999000999e-4	BP
GO:0010464	9.99000999000999e-4	BP
GO:0010469	9.99000999000999e-4	BP
GO:0010470	9.99000999000999e-4	BP
GO:0010506	0.024975024975024976	BP
GO:0010507	9.99000999000999e-4	BP
GO:0010508	9.99000999000999e-4	BP
GO:0010517	9.99000999000999e-4	BP
GO:0010518	9.99000999000999e-4	BP
GO:0010522	9.99000999000999e-4	BP
GO:0010559	9.99000999000999e-4	BP
GO:0010565	9.99000999000999e-4	BP
GO:0010569	9.99000999000999e-4	BP
GO:0010595	9.99000999000999e-4	BP
GO:0010623	9.99000999000999e-4	BP
GO:0010675	9.99000999000999e-4	BP
GO:0010676	9.99000999000999e-4	BP
GO:0010677	9.99000999000999e-4	BP
GO:0010692	9.99000999000999e-4	BP
GO:0010712	9.99000999000999e-4	BP
GO:0010714	9.99000999000999e-4	BP
GO:0010717	0.029970029970029972	BP
GO:0010718	0.001998001998001998	BP
GO:0010771	9.99000999000999e-4	BP
GO:0010811	9.99000999000999e-4	BP
GO:0010812	9.99000999000999e-4	BP
GO:0010827	9.99000999000999e-4	BP
GO:0010830	9.99000999000999e-4	BP
GO:0010831	9.99000999000999e-4	BP
GO:0010833	9.99000999000999e-4	BP
GO:0010842	0.03396603396603397	BP
GO:0010906	9.99000999000999e-4	BP
GO:0010907	9.99000999000999e-4	BP
GO:0010923	0.002997002997002997	BP
GO:0010950	0.001998001998001998	BP
GO:0010952	0.03196803196803197	BP
GO:0010970	9.99000999000999e-4	BP
GO:0010972	9.99000999000999e-4	BP
GO:0014013	9.99000999000999e-4	BP
GO:0014074	9.99000999000999e-4	BP
GO:0014841	9.99000999000999e-4	BP
GO:0014842	9.99000999000999e-4	BP
GO:0014856	9.99000999000999e-4	BP
GO:0014857	9.99000999000999e-4	BP
GO:0014866	9.99000999000999e-4	BP
GO:0014902	9.99000999000999e-4	BP
GO:0014904	9.99000999000999e-4	BP
GO:0015669	9.99000999000999e-4	BP
GO:0015671	9.99000999000999e-4	BP
GO:0015718	9.99000999000999e-4	BP
GO:0015748	9.99000999000999e-4	BP
GO:0015749	9.99000999000999e-4	BP
GO:0015837	9.99000999000999e-4	BP
GO:0015844	9.99000999000999e-4	BP
GO:0015849	0.026973026973026972	BP
GO:0015850	0.03196803196803197	BP
GO:0015908	9.99000999000999e-4	BP
GO:0015918	9.99000999000999e-4	BP
GO:0015931	0.001998001998001998	BP
GO:0015980	9.99000999000999e-4	BP
GO:0016042	9.99000999000999e-4	BP
GO:0016054	9.99000999000999e-4	BP
GO:0016064	9.99000999000999e-4	BP
GO:0016073	9.99000999000999e-4	BP
GO:0016079	9.99000999000999e-4	BP
GO:0016101	9.99000999000999e-4	BP
GO:0016126	9.99000999000999e-4	BP
GO:0016180	9.99000999000999e-4	BP
GO:0016233	9.99000999000999e-4	BP
GO:0016331	0.023976023976023976	BP
GO:0016444	9.99000999000999e-4	BP
GO:0016445	9.99000999000999e-4	BP
GO:0016447	9.99000999000999e-4	BP
GO:0016482	9.99000999000999e-4	BP
GO:0016485	9.99000999000999e-4	BP
GO:0016574	9.99000999000999e-4	BP
GO:0016575	9.99000999000999e-4	BP
GO:0016577	9.99000999000999e-4	BP
GO:0016584	0.004995004995004995	BP
GO:0016925	9.99000999000999e-4	BP
GO:0016999	9.99000999000999e-4	BP
GO:0017001	9.99000999000999e-4	BP
GO:0017015	9.99000999000999e-4	BP
GO:0017038	0.001998001998001998	BP
GO:0017145	9.99000999000999e-4	BP
GO:0017157	0.025974025974025976	BP
GO:0018107	9.99000999000999e-4	BP
GO:0018126	9.99000999000999e-4	BP
GO:0018208	9.99000999000999e-4	BP
GO:0018210	9.99000999000999e-4	BP
GO:0018298	9.99000999000999e-4	BP
GO:0018958	0.001998001998001998	BP
GO:0019058	9.99000999000999e-4	BP
GO:0019079	9.99000999000999e-4	BP
GO:0019218	9.99000999000999e-4	BP
GO:0019319	0.01998001998001998	BP
GO:0019400	9.99000999000999e-4	BP
GO:0019405	9.99000999000999e-4	BP
GO:0019511	9.99000999000999e-4	BP
GO:0019722	9.99000999000999e-4	BP
GO:0019724	9.99000999000999e-4	BP
GO:0019730	9.99000999000999e-4	BP
GO:0019748	9.99000999000999e-4	BP
GO:0019751	9.99000999000999e-4	BP
GO:0019835	9.99000999000999e-4	BP
GO:0019882	9.99000999000999e-4	BP
GO:0019933	0.002997002997002997	BP
GO:0019935	0.026973026973026972	BP
GO:0019985	9.99000999000999e-4	BP
GO:0021515	0.01998001998001998	BP
GO:0021516	9.99000999000999e-4	BP
GO:0021522	9.99000999000999e-4	BP
GO:0021543	0.03296703296703297	BP
GO:0021545	9.99000999000999e-4	BP
GO:0021549	9.99000999000999e-4	BP
GO:0021602	9.99000999000999e-4	BP
GO:0021695	9.99000999000999e-4	BP
GO:0021761	9.99000999000999e-4	BP
GO:0021766	9.99000999000999e-4	BP
GO:0021782	9.99000999000999e-4	BP
GO:0021846	9.99000999000999e-4	BP
GO:0021872	0.001998001998001998	BP
GO:0021952	9.99000999000999e-4	BP
GO:0021955	9.99000999000999e-4	BP
GO:0021987	0.001998001998001998	BP
GO:0022037	9.99000999000999e-4	BP
GO:0022406	9.99000999000999e-4	BP
GO:0022600	9.99000999000999e-4	BP
GO:0022602	9.99000999000999e-4	BP
GO:0022612	0.027972027972027972	BP
GO:0022616	9.99000999000999e-4	BP
GO:0022898	9.99000999000999e-4	BP
GO:0022900	9.99000999000999e-4	BP
GO:0030004	0.001998001998001998	BP
GO:0030032	9.99000999000999e-4	BP
GO:0030038	9.99000999000999e-4	BP
GO:0030048	9.99000999000999e-4	BP
GO:0030073	0.030969030969030968	BP
GO:0030100	0.002997002997002997	BP
GO:0030148	9.99000999000999e-4	BP
GO:0030166	9.99000999000999e-4	BP
GO:0030168	9.99000999000999e-4	BP
GO:0030201	9.99000999000999e-4	BP
GO:0030203	9.99000999000999e-4	BP
GO:0030216	9.99000999000999e-4	BP
GO:0030239	9.99000999000999e-4	BP
GO:0030240	9.99000999000999e-4	BP
GO:0030241	9.99000999000999e-4	BP
GO:0030258	9.99000999000999e-4	BP
GO:0030279	9.99000999000999e-4	BP
GO:0030282	0.027972027972027972	BP
GO:0030301	9.99000999000999e-4	BP
GO:0030316	9.99000999000999e-4	BP
GO:0030318	9.99000999000999e-4	BP
GO:0030330	9.99000999000999e-4	BP
GO:0030500	9.99000999000999e-4	BP
GO:0030501	9.99000999000999e-4	BP
GO:0030510	9.99000999000999e-4	BP
GO:0030513	9.99000999000999e-4	BP
GO:0030514	9.99000999000999e-4	BP
GO:0030517	9.99000999000999e-4	BP
GO:0030518	9.99000999000999e-4	BP
GO:0030534	9.99000999000999e-4	BP
GO:0030593	9.99000999000999e-4	BP
GO:0030595	0.023976023976023976	BP
GO:0030641	9.99000999000999e-4	BP
GO:0030705	9.99000999000999e-4	BP
GO:0030835	0.028971028971028972	BP
GO:0030837	0.028971028971028972	BP
GO:0030838	0.03396603396603397	BP
GO:0030850	9.99000999000999e-4	BP
GO:0030851	9.99000999000999e-4	BP
GO:0030857	9.99000999000999e-4	BP
GO:0030858	9.99000999000999e-4	BP
GO:0030878	9.99000999000999e-4	BP
GO:0030888	9.99000999000999e-4	BP
GO:0030890	9.99000999000999e-4	BP
GO:0031023	9.99000999000999e-4	BP
GO:0031033	9.99000999000999e-4	BP
GO:0031034	9.99000999000999e-4	BP
GO:0031050	9.99000999000999e-4	BP
GO:0031058	9.99000999000999e-4	BP
GO:0031060	9.99000999000999e-4	BP
GO:0031062	9.99000999000999e-4	BP
GO:0031076	0.002997002997002997	BP
GO:0031103	0.03196803196803197	BP
GO:0031109	9.99000999000999e-4	BP
GO:0031110	9.99000999000999e-4	BP
GO:0031122	9.99000999000999e-4	BP
GO:0031123	0.025974025974025976	BP
GO:0031124	9.99000999000999e-4	BP
GO:0031128	0.001998001998001998	BP
GO:0031279	9.99000999000999e-4	BP
GO:0031297	9.99000999000999e-4	BP
GO:0031331	9.99000999000999e-4	BP
GO:0031349	9.99000999000999e-4	BP
GO:0031397	9.99000999000999e-4	BP
GO:0031398	9.99000999000999e-4	BP
GO:0031440	9.99000999000999e-4	BP
GO:0031468	9.99000999000999e-4	BP
GO:0031503	9.99000999000999e-4	BP
GO:0031532	9.99000999000999e-4	BP
GO:0031572	9.99000999000999e-4	BP
GO:0031623	9.99000999000999e-4	BP
GO:0031640	9.99000999000999e-4	BP
GO:0031669	0.027972027972027972	BP
GO:0031929	0.002997002997002997	BP
GO:0031935	0.013986013986013986	BP
GO:0031936	0.004995004995004995	BP
GO:0031952	9.99000999000999e-4	BP
GO:0031960	9.99000999000999e-4	BP
GO:0032006	9.99000999000999e-4	BP
GO:0032007	9.99000999000999e-4	BP
GO:0032091	9.99000999000999e-4	BP
GO:0032200	9.99000999000999e-4	BP
GO:0032231	9.99000999000999e-4	BP
GO:0032233	9.99000999000999e-4	BP
GO:0032272	0.025974025974025976	BP
GO:0032273	0.03396603396603397	BP
GO:0032274	9.99000999000999e-4	BP
GO:0032275	9.99000999000999e-4	BP
GO:0032276	9.99000999000999e-4	BP
GO:0032331	0.026973026973026972	BP
GO:0032332	9.99000999000999e-4	BP
GO:0032350	9.99000999000999e-4	BP
GO:0032355	9.99000999000999e-4	BP
GO:0032368	0.001998001998001998	BP
GO:0032370	9.99000999000999e-4	BP
GO:0032387	9.99000999000999e-4	BP
GO:0032409	9.99000999000999e-4	BP
GO:0032411	9.99000999000999e-4	BP
GO:0032412	9.99000999000999e-4	BP
GO:0032418	9.99000999000999e-4	BP
GO:0032434	9.99000999000999e-4	BP
GO:0032436	9.99000999000999e-4	BP
GO:0032456	9.99000999000999e-4	BP
GO:0032465	9.99000999000999e-4	BP
GO:0032479	9.99000999000999e-4	BP
GO:0032481	9.99000999000999e-4	BP
GO:0032482	0.029970029970029972	BP
GO:0032506	9.99000999000999e-4	BP
GO:0032507	9.99000999000999e-4	BP
GO:0032509	9.99000999000999e-4	BP
GO:0032515	9.99000999000999e-4	BP
GO:0032570	9.99000999000999e-4	BP
GO:0032606	9.99000999000999e-4	BP
GO:0032609	9.99000999000999e-4	BP
GO:0032611	9.99000999000999e-4	BP
GO:0032612	9.99000999000999e-4	BP
GO:0032615	9.99000999000999e-4	BP
GO:0032633	9.99000999000999e-4	BP
GO:0032635	9.99000999000999e-4	BP
GO:0032649	9.99000999000999e-4	BP
GO:0032651	9.99000999000999e-4	BP
GO:0032652	9.99000999000999e-4	BP
GO:0032655	9.99000999000999e-4	BP
GO:0032673	9.99000999000999e-4	BP
GO:0032675	9.99000999000999e-4	BP
GO:0032720	9.99000999000999e-4	BP
GO:0032729	9.99000999000999e-4	BP
GO:0032753	9.99000999000999e-4	BP
GO:0032755	9.99000999000999e-4	BP
GO:0032760	9.99000999000999e-4	BP
GO:0032781	9.99000999000999e-4	BP
GO:0032784	9.99000999000999e-4	BP
GO:0032874	0.001998001998001998	BP
GO:0032881	9.99000999000999e-4	BP
GO:0032885	9.99000999000999e-4	BP
GO:0032922	9.99000999000999e-4	BP
GO:0032924	9.99000999000999e-4	BP
GO:0032945	9.99000999000999e-4	BP
GO:0032963	9.99000999000999e-4	BP
GO:0032964	9.99000999000999e-4	BP
GO:0032965	9.99000999000999e-4	BP
GO:0032967	9.99000999000999e-4	BP
GO:0033013	9.99000999000999e-4	BP
GO:0033028	9.99000999000999e-4	BP
GO:0033032	9.99000999000999e-4	BP
GO:0033045	9.99000999000999e-4	BP
GO:0033047	9.99000999000999e-4	BP
GO:0033077	9.99000999000999e-4	BP
GO:0033138	0.028971028971028972	BP
GO:0033151	9.99000999000999e-4	BP
GO:0033260	9.99000999000999e-4	BP
GO:0033500	0.029970029970029972	BP
GO:0033559	9.99000999000999e-4	BP
GO:0033619	9.99000999000999e-4	BP
GO:0033627	9.99000999000999e-4	BP
GO:0033692	9.99000999000999e-4	BP
GO:0034198	9.99000999000999e-4	BP
GO:0034219	9.99000999000999e-4	BP
GO:0034250	0.02097902097902098	BP
GO:0034284	9.99000999000999e-4	BP
